Date,Adj Close,Close,High,Low,Open,Volume
22/04/2019,1673.47998,1673.47998,1683.790039,1673.439941,1677.829956,12461100
23/04/2019,1671.310059,1671.310059,1679.26001,1670.75,1674.819946,10664600
24/04/2019,1673.430054,1673.430054,1676.839966,1668.060059,1674.430054,10800200
25/04/2019,1673.319946,1673.319946,1678.189941,1670.839966,1673.25,9014200
26/04/2019,1667.150024,1667.150024,1674.01001,1663.140015,1673.280029,10861700
29/04/2019,1666.680054,1666.680054,1669.550049,1663.329956,1665.569946,9390400
30/04/2019,1673.52002,1673.52002,1676.640015,1667.290039,1668.02002,11314100
02/05/2019,1679.170044,1679.170044,1682.5,1675.900024,1677,12450400
03/05/2019,1679.050049,1679.050049,1682.060059,1676.01001,1676.569946,11482100
07/05/2019,1669.680054,1669.680054,1675.160034,1665.579956,1669.380005,13149000
08/05/2019,1654.01001,1654.01001,1663.400024,1650.23999,1662.050049,14458000
09/05/2019,1646.800049,1646.800049,1659.380005,1646.069946,1653.119995,13557000
10/05/2019,1648.689941,1648.689941,1656.369995,1638.709961,1654.26001,15135000
13/05/2019,1640.130005,1640.130005,1652.329956,1634.930054,1648.089966,11560900
14/05/2019,1633.839966,1633.839966,1639.630005,1629.560059,1631.52002,12605600
15/05/2019,1621.27002,1621.27002,1638.939941,1621.27002,1636.829956,12622500
16/05/2019,1614.75,1614.75,1626.079956,1604.76001,1623.329956,16821900
17/05/2019,1608.109985,1608.109985,1622.329956,1606.689941,1618.98999,13631000
21/05/2019,1610.48999,1610.48999,1616.550049,1602.560059,1608.819946,13536200
22/05/2019,1626.910034,1626.910034,1628.060059,1616.48999,1616.550049,13760500
23/05/2019,1609.790039,1609.790039,1625.97998,1608.26001,1622.209961,13038600
